gene	PValue
8837	0.982088875049054
1101	0.204417105859341
1105	0.962360178235685
1111	0.140926870322947
1120	0.380143385188434
1113	0.948287738214071
1114	0.587190250963154
1116	0.294370144298837
1119	0.175403217316047
10752	0.198434143158429
1121	0.118903686208874
1122	0.707214060633022
8646	0.467404330494268
1128	0.650169160349935
1147	0.313753308070058
1149	0.535574806810309
27141	0.424256040481607
1153	0.511081285562771
1154	0.168924183073316
9021	0.000726810171757179
8651	0.356668278723249
11113	0.274567448946061
4435	0.228158084727756
1152	0.794682979822961
548596	0.213331641626224
11151	0.181093835874554
1181	0.0708730453632582
1182	0.790309870852175
1184	0.690778674910504
1207	0.203409132309154
1188	0.823667111902851
1187	0.823667111902851
9076	0.815985749465307
9075	0.892627820094664
1365	0.716138879362189
7122	0.635514801009334
1195	0.00521763612198277
1196	0.356394790372581
57396	0.392526883945291
1200	0.574383779229773
1201	0.349546041514165
9575	0.33956612601546
1211	0.831999536452608
1191	0.060450026896268
55907	0.291274908627466
2826	0.29187870392805
57007	0.973416359650095
7555	0.501476790317042
10175	0.821433746938532
254263	0.89781418790279
1263	0.80898797365104
1265	0.552919122064856
1267	0.974892583980438
1268	0.84297061958961
1271	0.154659842791687
1272	0.747955692530853
84343	0.407982963983037
23242	0.931175898847124
1690	0.949335899249626
8161	0.72420831165573
1302	0.067030219514321
1308	0.738458202833143
1272	0.738458202833143
80781	0.271396724510308
1280	0.420927594860679
1281	0.000624664387935422
1282	0.443912660183959
1284	0.128390600741353
1285	0.969414017330486
1286	0.973181456207617
1287	0.0276737407731332
1289	0.283022033963711
1290	0.967590301162265
1291	0.0332897085270945
1292	0.032537060459617
1295	0.93475072793445
1297	0.439462264565778
1298	0.00874631013828741
1299	0.924992481234629
1277	0.0273617636142418
1278	0.0464911121647274
1312	0.428206957787201
1314	0.705516841925548
9314	0.534220118799296
9318	0.534220118799296
10229	0.242038590660295
1327	0.205883967123674
9377	0.749535649351635
1329	0.367522288883907
728378	0.367522288883907
1337	0.364092510874107
1339	0.819105260344809
10772	0.297155425744288
1346	0.903322176833487
1347	0.452903344199843
587	0.520784804344825
1351	0.206694925920943
1272	0.586591134510886
1356	0.108055499039107
1362	0.615428598771329
1363	0.00421653723538013
64506	0.260602048368969
192668	0.523741347199666
10815	0.663590080447681
10814	0.282627960738165
9362	0.594503301238135
1371	0.140500198739827
1374	0.0253225765238603
1376	0.550449200875819
1381	0.792368077805141
1382	0.0959076043920556
8738	0.30170294851287
1384	0.0659087334134081
27297	0.431292294818649
1385	0.103726901500637
10488	0.676046959159409
1387	0.111203099499973
1388	0.219141503461074
1390	0.986731364953116
1393	0.73095228741775
1395	0.823555098698672
1396	0.684968830218517
9564	0.0748905605334659
1398	0.599387752218562
1399	0.223763719425555
9244	0.673047308609505
1400	0.354690043081827
1808	0.528986841942986
1379	0.813304396256494
1404	0.399851757745793
1407	0.803414541537969
1408	0.971189371304812
1410	0.568595259938447
1414	0.0836009216119876
1417	0.848613274027188
1428	0.415896792332062
1429	0.187752518542397
1431	0.236027536932185
1435	0.539294750132095
1436	0.18066369011189
1438	0.521868705763844
1445	0.985733638472583
1457	0.450169756329344
1459	0.606242772129118
1460	0.581378601097962
80331	0.851767722034348
1462	0.930990486515124
1463	0.000701833058422881
9126	0.412121774047764
1465	0.357567808082079
1466	0.755560129866286
1471	0.889774648849534
8530	7.5702280693911e-09
1476	0.251027278340104
1487	0.54083308494043
1488	0.718684891646482
10664	0.767363841858965
1489	0.692386021635249
5130	0.551022242122169
1508	0.633885715970083
1075	0.866915198464365
1509	0.918263719621564
1512	0.958588114838669
1513	0.939850625160393
1515	0.971634357352925
1520	3.54550410480474e-05
2017	0.749032978088328
84081	0.467935955269738
10658	0.467935955269738
1523	0.0609427039088126
23316	0.479805199655919
1524	0.0318740666011426
1525	0.760743031303891
1534	0.694685738556502
1535	0.815953339288122
54205	0.631914485319617
1545	0.930827161698737
1573	0.855349664276217
10858	0.0936737070599734
1595	0.0507577508839664
9420	0.983965373434027
1600	0.253811906978027
1601	0.915723918577117
1602	0.706469778537563
1603	0.895627839367749
1604	0.802738211053445
1605	0.0562368046026856
1606	0.922662680816732
23604	0.538070804547649
1613	0.426357495830149
1616	0.476748115199576
1618	0.780596552589448
57055	0.780596552589448
1622	0.351668957138701
2121	0.841599186705205
28988	0.284643495665767
1628	0.502358595150806
1629	0.404141077529439
9201	0.952063729975816
1630	0.88945224136712
1632	0.925787347720539
1633	0.479406163213143
1634	0.524153461396069
5092	0.250161213530621
10311	0.978422904822939
1638	0.848312188828609
1639	0.290081438719037
1642	0.846579772229907
1644	0.386634032038678
50807	0.117675733913149
1647	0.774852928892017
1649	0.809284075351691
23109	0.479399635198903
1650	0.673622722977127
1652	0.755141684820858
100037417	0.755141684820858
1665	0.748210733044928
1654	0.255771617081728
1655	0.64760012373267
1656	0.303207598666597
1660	0.68834079100331
8560	0.932265423176405
3177	0.185998106349253
1674	0.366014285865362
1676	0.732258545648151
8694	0.902324480292892
7596	0.926959755727173
9993	0.26839793662915
6495	0.50287565254744
1717	0.546808039326393
1719	0.724580775635799
1677	0.097718464377489
1734	0.182765409969153
1738	0.718206071451311
1739	0.981663098016282
4356	0.499963177273896
1742	0.711974677465829
8788	0.500650473162085
10683	0.458883169012561
1745	0.39243092117115
1746	0.107243926458922
1748	0.545577635852769
1760	0.453703523275438
1762	0.0607998969911929
1756	0.356784751426272
1758	0.0599683409370907
64215	0.228202404516038
1777	0.599128229107626
1778	0.631353852457593
1780	0.187315291161981
1781	0.783679280156558
1293	0.783679280156558
1759	0.332563216738469
1785	0.01369821810752
1786	0.619945711157046
1787	0.483894055559352
1788	0.131475939498679
1789	0.613770009826532
23549	0.465797828033813
8099	0.934125799359899
1796	0.99335828456874
7905	0.642263905902927
1798	0.46652281061256
1800	0.576377342932819
8813	0.812992513060975
8818	0.650230691034189
1804	0.966707057028943
1810	0.11100284079055
4733	0.252299122392626
1819	0.921981452800198
1820	0.452757942650646
1821	0.648288709696925
1822	0.146467502927509
1826	0.369013569825656
1829	0.765825761233031
283171	0.870950502343722
667	0.870950502343722
1836	0.720713623953815
1837	0.87568366343304
1838	0.395200227280472
1855	0.318537147543487
1856	0.985197875558467
1857	0.142381597218668
1859	0.896515305154602
9149	0.727209352869292
1869	0.914194414593272
1871	0.582096992037233
1875	0.987725625702838
1877	0.827413407971669
22919	0.459981496296577
10637	0.811110919262068
10682	0.868912016488204
1893	0.0813025510505994
8404	0.00467995846131078
23596	0.892085298631024
1894	0.774316764364026
1777	0.171513889813368
1896	0.171513889813368
1901	0.620222808902632
1903	0.0430568892029815
10085	0.0197039400690203
1908	0.710093648521247
1909	0.360315476629214
1910	0.633777325778911
1911	0.135070491113894
8726	0.122610530111292
1915	0.333012604157838
1917	0.971261047264868
1938	0.954470514849727
29904	0.455654410824161
1942	0.876903307405223
1943	0.67327181423115
1944	0.752112900032562
1945	0.52336290867997
1946	0.531874097328222
1947	0.103160435541398
1948	0.0479682779656995
1949	0.468388797038964
10278	0.592604499712952
1956	0.00343741736522943
64285	0.00427720848740919
1958	0.75866797816388
1960	0.49912845396686
1961	0.945178112915095
10938	0.460868487078392
9538	0.603022547242919
9086	0.119491377104104
1964	0.119491377104104
1965	0.621757294735546
9451	0.154792792908626
8890	0.460288667292785
8661	0.198641431661201
55308	0.779377800292186
1973	0.264388761732251
1974	0.660732100658111
1977	0.360496063698551
1978	0.407188920795125
1979	0.193945309224892
1982	0.424418834646918
1997	0.192502511368954
2001	0.275451807793775
8341	0.275451807793775
2002	0.40996760434437
2004	0.477847345257514
2005	0.956863337465642
8178	0.784811963519721
2006	0.0992245223771618
9255	0.660052708358996
133418	0.780570511849941
2010	0.178341338383996
2011	0.898420040069346
2012	0.452203693322854
2013	0.102060374029169
2014	0.137618734472505
2016	0.674439181017439
2018	0.0133913225590525
55740	0.206159840588936
8507	0.447977903208059
2021	0.529887383365591
2022	0.256982220353218
2023	0.372655199970694
2026	0.207135744126391
2027	0.187728593053279
2034	0.00156014598169718
2039	0.48223103170404
2040	0.340246601465209
80314	0.736996459450741
2042	0.62793169690781
2043	0.917134603937283
2044	0.793068074482884
285220	0.954247830229166
2045	0.338427114916421
2049	0.0417941649586202
2050	0.209227201249285
2051	0.330329120530558
2052	0.853201668317333
2053	0.697320507138037
2054	0.220819194583277
7957	0.940388828196726
29924	0.0891459559444223
22905	0.707255401512053
2057	0.594788686527525
2060	0.998706264899496
58513	0.352700041556597
2059	0.07872389600126
8288	0.758720680619207
2063	0.840184920811753
7025	0.251122659384865
2064	0.124404000610181
2065	0.354282962535596
2066	0.26862963014943
2067	0.733318404983496
2068	0.27476712388367
2071	0.178531530965113
2077	0.437900572532092
2079	0.192601592981458
2098	0.19418317693987
51321	0.892301606585462
54584	0.455849956155248
56916	0.741416274173395
10656	0.946913376289237
55785	0.00838437586760623
51142	0.231886815565769
10659	0.714101655635328
2115	0.634628191012343
2120	0.164797157385024
10205	0.285020617371844
2122	0.950571682703198
2123	0.341580049639272
7813	0.360617439863785
53335	0.9721263465386
51466	0.559797000968754
2125	0.570578362035662
51326	0.381728655894136
2131	0.483090505965074
2132	0.446677858438882
2138	0.318189167637828
2139	0.00866900797161755
2140	0.693594386115121
2070	0.831624605155213
2145	0.42066755934078
2146	0.924380671862011
94081	0.618391039059441
2149	0.353519905932866
2152	0.0792058209365525
2153	0.818922834189582
2157	0.885179441877074
474384	0.457965668677313
2166	0.965188795974093
2170	0.620722513478324
2180	0.627962839754833
8772	0.423009682437334
5747	0.55635105140375
11124	0.599178688454424
2184	0.520208739372905
6624	0.969353294417669
2176	0.863590202746579
2191	0.877955883971612
355	0.594211047760284
2194	0.148070594135119
10772	0.544835483035459
2195	0.0290490257088826
2197	0.155009592514611
2192	0.0973165620389198
2199	0.0369243630764714
2200	0.765007384469797
64319	0.110402890199353
2207	0.0022933078667702
2212	0.000370842750824566
2213	0.000370842750824566
2213	0.0105959485491234
2212	0.0105959485491234
2217	0.440506662699403
2222	0.790088881062662
2230	0.603385589093677
2232	0.53208818579033
2235	0.642396092927109
55527	0.142735904947527
10116	0.219982981980208
2245	0.375914730705861
2246	0.334002152500073
2255	0.615764530744246
2256	0.166439507777222
2257	0.48591878818554
2258	0.727448673101882
2259	0.963802777170953
8817	0.198897203106352
2247	0.422073841774411
2254	0.285332107954551
9982	0.23622579891554
2260	0.121880392089696
2263	0.233766043256228
2261	0.0327441845862427
57016	0.443960976770442
10875	0.132255445523565
2271	0.82441622396301
2272	0.958997618953666
2273	0.790278061817861
2274	0.30101976367551
5496	0.821216444911384
10592	0.92724725021157
1490	0.333356102983524
24147	0.00130262774566849
2280	0.236466634739698
2281	0.190949340352795
2286	0.859411090929131
2288	0.795458472472723
2289	0.156923466817887
60681	0.386601884316629
51661	0.469491888590419
23770	0.37696212836813
2303	0.0712714717117864
2305	0.21189346260651
3344	0.721848754630305
23175	0.419748650276317
2314	0.235075379829146
10211	0.60100905044741
2319	0.823093321071785
2321	0.916701848086342
342184	0.974922251057264
2326	0.646775574364747
2330	0.476573123154765
2331	0.00130842827339704
2332	0.795893651822813
2334	0.581870211787897
2332	0.581870211787897
2335	0.316225995651759
23048	0.0183787706023179
23380	0.308843168068356
2339	0.454255419736485
2348	0.649711937022022
2353	0.371184087804887
2355	0.978800369947861
2356	0.920101011699379
10023	0.861025760158507
2395	0.912802740270367
23413	0.153386604195074
2444	0.820963479457431
6046	0.496136641096889
11167	0.926944758263843
2495	0.679021074016479
2512	0.993868184306507
64400	0.755873662155802
10690	0.731926978491822
26515	0.860969180000623
1840	0.399335012741721
8087	0.763396392921115
2534	0.262874813665577
8321	0.262149682583148
7976	0.819286157076102
8322	0.985592470153568
8323	0.762161629347089
8324	0.749155642315877
8325	0.0847772033004271
8326	0.18453967278459
50486	0.479157922527451
2547	0.680142539863466
23193	0.803056228807483
2539	0.358179515661879
2542	0.72973649906592
2548	0.091000292075852
2549	0.462212223583841
128954	0.899606999908744
9846	0.899606999908744
2551	0.954893773091689
2553	0.532962724431036
2554	0.656836539357374
2555	0.219660078489059
2556	0.531278715818449
2557	0.277421617710807
2560	0.202215216602589
2561	0.437804257638325
2562	0.684239470028779
2563	0.130131937853118
2565	0.746059324760456
2566	0.622895917445297
2567	0.503716908986905
6539	0.174961520287954
6540	0.0831499823454365
2571	0.546597644966103
2572	0.666731732427496
2581	0.48778962956749
2583	0.938750978982178
2589	0.824148291058726
8693	0.0722722626796732
2592	0.574025044609418
2593	0.200240265780309
2596	0.879296553766473
2597	0.151898934860678
2618	0.995752138503473
2619	0.241159882168772
2620	0.541528240060639
2621	0.857053733378749
8522	0.331612590935647
2624	0.268158882725166
2625	0.658959592665734
2629	0.844622143357519
2634	0.00038224257419521
10567	0.636966619426731
9958	0.617757826016756
136319	0.315462544207528
2647	0.710589538221897
2648	0.454011404179384
2651	0.932579573373208
9615	0.939510774301846
54332	0.643924526313814
54834	0.664674185322791
51650	0.381747233724473
2819	0.850911201675523
2662	0.0448997039131426
10220	0.226876474789948
2661	0.918527247194298
2664	0.126411516616622
2665	0.896087360439388
398	0.269875969788662
2820	0.741005422549281
2669	0.0313376162728389
2670	0.0221146775678823
2673	0.874813254158551
9945	0.720997557429883
2674	0.484173287243826
2675	0.754240062852637
64096	0.659013666558103
8836	0.781298522392718
9453	0.999743211759382
51650	0.221479209826048
2683	0.54776095586831
2678	0.291869346527388
1444	0.973200488694255
2690	0.473756113286923
1831	0.580519582697847
10888	0.552189683505318
2697	0.379533793061326
10052	0.618071426592993
2705	0.261516269015283
2706	0.0585824707009877
10804	0.138554818988735
28962	0.523657161497414
2729	0.907628127577765
2730	0.674396967344008
2735	0.675325172629533
2736	0.0744419467355374
2737	0.019207107625218
2584	0.545891726470479
2752	0.518784923389496
3029	0.668777637465158
2743	0.885814787698418
2744	0.0290357231343942
2746	0.49520394359562
2747	0.49520394359562
257144	0.210908361827033
6536	0.468705845101872
2760	0.460189475852656
2794	0.721089331656124
2767	0.641616848997162
2768	0.12963137998814
10672	0.124665780726049
2770	0.131516861771554
2771	0.803945631729466
2773	0.381320801062752
2774	0.458849596063123
2775	0.0047215292118111
2776	0.331267874126326
2778	0.425541948727635
2781	0.432283250210244
2782	0.642919750598104
2783	0.902581029365176
59345	0.395122330441566
10681	0.41270042677933
2790	0.934981284630034
55970	0.530040356107995
54331	0.793146899224227
2785	0.739938447012125
26580	0.279916285335128
2786	0.865459945897909
2787	0.672933415221074
2788	0.529172659418357
94235	0.0934120406409669
27232	0.668688793276935
8443	0.510653671825893
2805	0.202291907433113
2806	0.442215858956328
2812	0.213412332351621
10630	0.600074989541522
8733	0.95716916291394
57678	0.912123302292555
2817	0.545857903385001
2719	0.097352885293587
2239	0.668553984752722
2835	0.308738501122503
9294	0.967344806375128
1902	0.647242253712041
2827	0.889446966043287
2821	0.220799629306429
9091	0.211665546462278
2822	0.780464304070085
2824	0.521548099657108
2842	0.576018885230763
2850	0.675891721027777
2861	0.790592232847542
10314	0.124843082278455
2868	0.942933232690827
2876	0.153364787850534
2878	0.657835301717716
2936	0.899306772776375
2887	0.951379241005907
2885	0.683604483287367
2886	0.701992391463192
114822	0.451098114811271
27239	0.278755983557734
113246	0.434069887046516
10162	0.122161137553989
83461	0.757397016348383
84727	0.401848365766814
166	0.159305832623415
2890	0.837610536657453
2891	0.590735472473323
2893	0.521610435681987
2894	0.317132772298472
2895	0.561899739787592
2898	0.821530309030227
2901	0.134431384358875
2902	0.628896918846433
2903	0.844349968690037
2904	0.669710218929651
2905	0.0403580312208365
2906	0.621005520648814
2908	0.208722478798439
2911	0.23986181598177
2918	0.584232048215383
2896	0.411985279317944
2923	0.438159652197723
3309	0.59937521671524
2935	0.485986439162233
23708	0.377982610159178
2937	0.972896648098167
2940	0.670003944923135
84707	0.614900222243906
2949	0.0441914636105731
2944	0.0441914636105731
2949	0.740699262923819
2944	0.740699262923819
2948	0.274028512334134
2947	0.769709498318254
2944	0.488581556334755
1558	0.488581556334755
2949	0.488581556334755
2950	0.533506021086468
2950	0.468257012220931
7936	0.655853034282005
653689	0.549952603053236
9446	0.585467511515318
2954	0.340946463571268
2965	0.49483810957898
2968	0.774260757244134
2969	0.252861543950852
29105	0.722426329420612
9320	0.973015321239382
9567	0.851874139255232
25917	0.786763632604627
84504	0.806905191661938
3000	0.750981557366921
2987	0.473317092337748
9223	0.265382830044863
2997	0.0781667462389298
81502	0.820055552551428
3007	0.364592025558263
3005	0.988115827770588
3117	0.203889453048562
3119	0.261618140293817
3105	0.932308857320816
3127	0.0910473445297822
3105	0.759574775966823
10471	0.695720963744689
7922	0.849372268419786
3135	0.331996698837583
3108	0.463643000776137
3109	0.914826417520068
3105	0.0104701831106291
8242	0.687884923019233
3133	0.535705822319133
3140	0.18960299769576
3021	0.27142043667341
3021	0.598876158179018
3033	0.937471719846154
3028	0.429223892294783
9001	0.800340791544371
3035	0.866974110665022
3039	0.0589752556234469
3040	0.0589752556234469
727	0.568461202024197
3052	0.642657028906325
3053	0.13828634548229
3054	0.875142768295824
348980	0.653834094594586
610	0.825938916016097
57657	0.898635381592652
5777	0.157262458095623
3066	0.46567407624972
8841	0.108299315086907
10014	0.188804584015901
10013	0.590648264698732
3067	0.493527159495908
3068	0.341011635305483
