5786	1
83873	1
2018	1
11274	1
3248	1
89910	1
6199	1
201501	1
9636	1
9112	1
2719	1
64108	1
729085	1
1052	1
3726	1
100287226	1
5514	1
477	1
8916	1
347240	1
5345	1
144811	1
1503	1
57664	1
6601	1
2013	1
2670	1
3434	1
8530	1
56981	1
94030	1
58516	1
91522	1
54704	1
1777	1
10162	1
146712	1
10019	1
5598	1
341350	1
2119	1
6867	1
54413	1
6470	1
6529	1
155185	1
26005	1
23367	1
2331	1
23151	1
987	1
11218	1
140894	1
115817	1
267020	1
55702	1
3430	1
23541	1
440567	1
23365	1
3619	1
4221	1
6993	1
10804	1
132320	1
5209	1
199720	1
339541	1
127829	1
1292	1
56894	1
399512	1
8672	1
29110	1
9381	1
3362	1
6498	1
152992	1
214	1
8638	1
1155	1
5717	1
284352	1
4205	1
284439	1
51193	1
10379	1
114088	1
57537	1
5831	1
4938	1
168537	1
57710	1
23225	1
93109	1
221687	1
167359	1
2049	1
1102	1
26086	1
5455	1
6720	1
57827	1
55785	1
10461	1
22838	1
10007	1
27330	1
10746	1
23495	1
64319	1
124565	1
3782	1
6319	1
80727	1
146547	1
4041	1
345611	1
3627	1
4601	1
121274	1
7594	1
23769	1
10318	1
60680	1
9564	1
5549	1
26471	1
373	1
2949	1
57224	1
8330	1
2034	1
55008	1
439996	1
8398	1
9681	1
3030	1
23205	1
285231	1
63876	1
9378	1
441478	1
1121	1
6443	1
158835	1
23127	1
23189	1
55253	1
54854	1
8394	1
5591	1
118987	1
10020	1
6714	1
2905	1
55248	1
54838	1
11170	1
84439	1
26137	1
1385	1
64093	1
1291	1
727936	1
3665	1
23305	1
10181	1
23208	1
7086	1
9401	1
2152	1
57514	1
57154	1
122616	1
11215	1
9515	1
83860	1
79875	1
3192	1
51435	1
166	1
5950	1
24147	1
11100	1
7005	1
64764	1
54813	1
2731	1
23381	1
7159	1
84293	1
6772	1
56848	1
9462	1
374655	1
55831	1
1520	1
4122	1
728642	1
23051	1
29122	1
4298	1
170622	1
219473	1
145748	1
6850	1
9669	1
2290	1
63935	1
3709	1
57649	1
57084	1
139341	1
5046	1
678	1
57715	1
202333	1
1839	1
8570	1
83856	1
9021	1
3158	1
5698	1
7388	1
2634	1
6540	1
5589	1
10672	1
7422	1
51547	1
53905	1
494115	1
79443	1
139596	1
1032	1
284723	1
7430	1
23556	1
253512	1
6929	1
379	1
7706	1
79085	1
10861	1
3688	1
5331	1
6506	1
5173	1
9373	1
494197	1
400451	1
120114	1
3550	1
284194	1
2535	1
29117	1
79191	1
56097	1
4811	1
10892	1
64771	1
9086	1
2197	1
9968	1
6045	1
6386	1
2202	1
55758	1
23090	1
6014	1
23705	1
54875	1
3698	1
64285	1
84905	1
56100	1
146434	1
720	1
149076	1
9467	1
8934	1
1605	1
9231	1
57643	1
92369	1
27254	1
60487	1
57706	1
5764	1
221692	1
7050	1
84068	1
5928	1
57685	1
2120	1
6949	1
442213	1
148206	1
64218	1
400793	1
6203	1
55904	1
9404	1
9221	1
6233	1
56260	1
117283	1
57567	1
27090	1
7805	1
10875	1
57666	1
78994	1
124401	1
1595	1
83468	1
1523	1
7562	1
3306	1
23660	1
56131	1
23013	1
23357	1
164091	1
4776	1
53615	1
55529	1
6843	1
89978	1
1002	1
10671	-1
166614	-1
79668	-1
51333	-1
26168	-1
115749	-1
10868	-1
6920	-1
5481	-1
10018	-1
5653	-1
146227	-1
123016	-1
51278	-1
170261	-1
27065	-1
2005	-1
57198	-1
130940	-1
1390	-1
3836	-1
57563	-1
8273	-1
55691	-1
9677	-1
27309	-1
10492	-1
9218	-1
11066	-1
79088	-1
51537	-1
80129	-1
27134	-1
80232	-1
5295	-1
7789	-1
57060	-1
112398	-1
284695	-1
79932	-1
55145	-1
100271715	-1
1478	-1
63035	-1
23137	-1
100134934	-1
2057	-1
2885	-1
28990	-1
154007	-1
4026	-1
50801	-1
7174	-1
54883	-1
23594	-1
3455	-1
2140	-1
80777	-1
463	-1
440279	-1
3712	-1
10970	-1
55218	-1
54991	-1
6809	-1
654364	-1
6643	-1
8861	-1
3066	-1
91544	-1
92715	-1
4884	-1
5516	-1
23673	-1
124454	-1
55166	-1
83931	-1
84920	-1
8879	-1
10516	-1
5775	-1
10517	-1
79672	-1
59343	-1
10465	-1
874	-1
8566	-1
9709	-1
83930	-1
84279	-1
81848	-1
10142	-1
79695	-1
55229	-1
5165	-1
27346	-1
84708	-1
284207	-1
54102	-1
129080	-1
49854	-1
80223	-1
51174	-1
5902	-1
5966	-1
9228	-1
57547	-1
121512	-1
27301	-1
10565	-1
7260	-1
11044	-1
57508	-1
89894	-1
55559	-1
493753	-1
25973	-1
51022	-1
1004	-1
27433	-1
55139	-1
157567	-1
26019	-1
28512	-1
6975	-1
2145	-1
994	-1
80344	-1
7289	-1
2185	-1
147837	-1
1184	-1
9825	-1
7352	-1
64772	-1
79917	-1
7419	-1
143187	-1
770	-1
1075	-1
55614	-1
125170	-1
9463	-1
10274	-1
818	-1
84924	-1
83787	-1
147965	-1
5252	-1
6856	-1
10302	-1
1268	-1
83715	-1
23248	-1
